20000 999387
3290 2408 21
3290 2745 46
3290 2928 19
3290 3391 90
3290 3599 20
3290 5869 53
3290 6807 14
3290 7292 100
3290 7387 11
3290 7561 25
3290 7732 64
3290 8063 100
3290 8483 17
3290 9654 49
3290 10100 24
3290 11387 65
3290 11443 59
3290 11954 27
3290 12281 43
3290 12311 48
3290 12408 19
3290 12743 47
3290 12834 23
3290 12901 92
3290 13416 76
3290 13799 97
3290 13917 48
3290 14247 60
3290 14521 25
3290 15030 32
3290 15491 39
3290 15524 37
3290 15914 19
3290 16244 72
3290 16436 63
3290 16584 26
3290 16671 66
3290 17024 76
3290 17101 84
3290 17719 95
3290 18001 52
3290 18211 0
3290 18577 44
3290 18835 7
3290 19032 38
3290 19554 84
3290 19831 63
3290 19839 77
3291 238 2
3291 641 94
3291 1264 83
3291 1302 85
3291 1929 77
3291 1958 31
3291 2374 68
3291 2382 15
3291 2707 4
3291 3185 79
3291 3294 69
3291 3611 44
3291 3897 96
3291 3928 55
3291 4089 28
3291 4252 49
3291 4562 33
3291 5112 20
3291 5252 90
3291 5327 52
3291 5567 18
3291 6105 40
3291 6175 4
3291 6506 76
3291 6592 63
3291 6950 12
3291 7090 61
3291 7345 55
3291 7919 29
3291 7994 38
3291 8483 86
3291 9270 45
3291 12656 85
3291 12797 77
3291 13044 17
3291 13539 4
3291 14063 5
3291 14333 72
3291 14493 42
3291 14782 3
3291 15266 99
3291 16568 8
3291 16967 73
3291 17704 37
3291 17711 70
3291 17976 98
3291 19594 49
3291 19921 72
3292 59 78
3292 1761 39
3292 2251 18
3292 2785 68
3292 3304 61
3292 3982 63
3292 4064 67
3292 4260 17
3292 4344 11
3292 4973 98
3292 5159 32
3292 5795 82
3292 5855 25
3292 6510 48
3292 6766 38
3292 6809 47
3292 7149 85
3292 7644 6
3292 8006 11
3292 8612 21
3292 8819 98
3292 8901 57
3292 9065 73
3292 9528 22
3292 9724 4
3292 10546 9
3292 10621 62
3292 10671 92
3292 11028 93
3292 12058 45
3292 12117 61
3292 12414 82
3292 12472 5
3292 12478 14
3292 12847 13
3292 13533 79
3292 14168 2
3292 14234 92
3292 14401 21
3292 15362 42
3292 16398 95
3292 16564 38
3292 17359 12
3292 17371 16
3292 17801 45
3292 17913 12
3292 18255 60
3292 18851 16
3292 19315 2
3292 19701 92
3292 19795 30
3293 257 86
3293 390 30
3293 674 69
3293 780 50
3293 1229 18
3293 1295 96
3293 1326 21
3293 1336 14
3293 1386 17
3293 1709 66
3293 1754 95
3293 3218 26
3293 3309 55
3293 3419 11
3293 3514 30
3293 3581 75
3293 3682 76
3293 3876 94
3293 4554 65
3293 5186 96
3293 5468 38
3293 5856 17
3293 5946 35
3293 6782 35
3293 7375 3
3293 7377 39
3293 7550 97
3293 7580 67
3293 7900 34
3293 8200 48
3293 9087 10
3293 9487 87
3293 9504 23
3293 9603 66
3293 9691 10
3293 10093 5
3293 10158 33
3293 10488 58
3293 10491 78
3293 11011 90
3293 11446 54
3293 12145 14
3293 12383 60
3293 12513 75
3293 12675 41
3293 12782 95
3293 12814 96
3293 12823 64
3293 13896 16
3293 14385 92
3293 14688 76
3293 14845 20
3293 15237 28
3293 15933 38
3293 16755 80
3293 16975 30
3293 17122 11
3293 17264 1
3293 18013 82
3293 18190 97
3293 18417 16
3293 18943 10
3293 19126 58
3293 19176 10
3293 19293 97
3293 19797 47
3294 86 91
3294 87 75
3294 594 68
3294 1297 29
3294 1403 6
3294 1453 28
3294 1715 94
3294 3287 87
3294 3318 71
3294 4103 70
3294 4137 78
3294 4317 3
3294 4498 20
3294 4619 62
3294 4667 23
3294 5006 27
3294 5041 49
3294 5562 26
3294 6292 99
3294 6377 65
3294 7165 67
3294 7438 88
3294 7460 59
3294 7559 9
3294 7697 98
3294 7717 8
3294 7887 58
3294 7904 65
3294 8599 42
3294 8719 72
3294 9038 18
3294 10346 13
3294 10618 91
3294 10681 68
3294 11221 84
3294 11507 97
3294 12524 77
3294 12594 57
3294 12657 82
3294 12741 87
3294 12860 87
3294 13028 99
3294 13182 48
3294 13558 34
3294 13827 41
3294 13879 55
3294 14058 47
3294 14178 15
3294 14330 45
3294 14670 89
3294 14796 12
3294 14814 45
3294 14851 75
3294 15066 24
3294 15276 69
3294 15581 64
3294 15900 25
3294 16012 25
3294 16057 26
3294 16722 59
3294 17546 95
3294 17581 20
3294 17607 64
3294 17636 73
3294 18189 85
3294 18296 78
3294 19023 67
3294 19645 8
3294 19762 75
3294 19803 45
3294 19884 1
3295 7 33
3295 776 80
3295 789 77
3295 967 15
3295 1218 17
3295 1489 32
3295 2079 62
3295 2197 98
3295 2373 63
3295 2500 31
3295 3263 56
3295 4432 76
3295 4460 3
3295 4590 43
3295 4650 41
3295 4868 7
3295 5227 6
3295 5579 4
3295 5928 72
3295 6087 28
3295 6414 1
3295 6599 74
3295 6817 79
3295 6889 7
3295 6938 61
3295 7066 26
3295 7136 30
3295 7334 19
3295 7364 35
3295 7562 48
3295 7565 22
3295 8073 68
3295 8074 38
3295 8145 49
3295 8287 90
3295 8655 26
3295 8804 34
3295 8976 62
3295 9065 19
3295 9173 3
3295 9212 23
3295 9571 5
3295 9765 87
3295 12014 60
3295 12601 37
3295 14499 83
3295 14827 100
3295 14882 15
3295 15094 31
3295 15181 89
3295 15539 1
3295 16288 73
3295 16465 13
3295 17050 95
3295 17076 64
3295 17155 7
3295 17944 56
3295 18087 65
3295 18672 55
3295 19016 25
3295 19757 72
3296 335 35
3296 409 63
3296 505 7
3296 680 0
3296 888 74
3296 960 8
3296 1776 91
3296 1779 85
3296 2235 51
3296 2243 12
3296 3122 64
3296 3585 94
3296 3842 29
3296 4501 56
3296 4592 51
3296 4615 97
3296 5044 47
3296 5348 12
3296 6497 18
3296 6708 52
3296 6795 75
3296 6935 100
3296 7436 9
3296 8452 6
3296 9070 35
3296 10184 28
3296 10253 1
3296 10363 10
3296 10575 90
3296 11636 38
3296 11655 53
3296 14061 51
3296 14704 74
3296 15282 35
3296 15407 61
3296 16454 54
3296 16676 84
3296 17722 45
3296 18452 29
3296 19093 96
3296 19113 62
3296 19346 0
3297 1167 54
3297 1804 1
3297 2047 31
3297 2531 29
3297 2616 39
3297 2963 77
3297 3294 17
3297 3905 60
3297 4039 71
3297 5140 66
3297 5725 99
3297 6261 41
3297 7756 60
3297 7815 34
3297 7923 66
3297 8745 96
3297 9785 64
3297 9943 61
3297 10252 97
3297 10968 24
3297 11609 48
3297 12511 75
3297 12959 21
3297 13185 49
3297 14646 12
3297 14750 27
3297 14776 46
3297 15148 20
3297 15240 93
3297 15438 72
3297 15921 25
3297 16426 19
3297 17291 52
3297 17477 92
3297 18468 15
3297 18495 85
3297 18767 3
3297 19107 69
3297 19288 56
3298 230 42
3298 544 67
3298 902 65
3298 1122 6
3298 1921 64
3298 1995 6
3298 2835 11
3298 2858 65
3298 2895 78
3298 3424 93
3298 3852 31
3298 3901 82
3298 4272 95
3298 4622 60
3298 5258 11
3298 6436 10
3298 7230 79
3298 7392 51
3298 7452 38
3298 7938 34
3298 8286 20
3298 10198 12
3298 10555 80
3298 10765 9
3298 11131 74
3298 11405 92
3298 11650 65
3298 11945 6
3298 12284 21
3298 12956 87
3298 13792 23
3298 13995 34
3298 14088 94
3298 14524 49
3298 14633 20
3298 14724 66
3298 15558 97
3298 15611 49
3298 15943 14
3298 16085 42
3298 17062 29
3298 17109 22
3298 17289 78
3298 17871 58
3298 18357 65
3298 18382 90
3298 18647 91
3298 19347 77
3299 112 51
3299 152 47
3299 535 32
3299 1341 45
3299 1786 51
3299 1819 12
3299 1846 16
3299 1923 97
3299 2234 41
3299 2464 54
3299 2511 53
3299 2963 -1
3299 3458 46
3299 3538 78
3299 3642 8
3299 3918 38
3299 4073 46
3299 4517 91
3299 4952 15
3299 6078 86
3299 6486 35
3299 7409 100
3299 7486 98
3299 7913 43
3299 8858 14
3299 8944 35
3299 9560 35
3299 9967 28
3299 10764 50
3299 11007 47
3299 11382 70
3299 11438 63
3299 11529 61
3299 11692 40
3299 11845 63
3299 12313 35
3299 12782 46
3299 13127 85
3299 13494 23
3299 13816 93
3299 13928 72
3299 14304 93
3299 14681 18
3299 15267 32
3299 15362 11
3299 16132 24
3299 16927 41
3299 17773 29
3299 18285 98
3299 18348 6
3299 18574 52
3299 18690 78
3299 19575 81
3300 103 72
3300 167 34
3300 185 8
3300 505 1
3300 799 28
3300 2125 8
3300 2641 3
3300 2942 51
3300 3145 15
3300 3836 14
3300 4333 33
3300 4489 78
3300 4805 4
3300 5191 84
3300 5629 69
3300 5822 37
3300 5862 71
3300 7246 39
3300 7291 37
3300 7794 100
3300 7878 28
3300 8301 34
3300 8545 19
3300 9240 74
3300 9258 55
3300 10211 21
3300 10932 25
3300 11808 83
3300 11833 15
3300 12151 90
3300 12182 29
3300 12213 68
3300 12652 13
3300 12717 29
3300 13764 32
3300 14078 40
3300 14286 79
3300 14498 100
3300 15012 43
3300 15104 11
3300 15376 81
3300 16245 67
3300 17153 58
3300 17296 16
3300 17447 53
3300 17672 72
3300 18201 40
3300 19050 58
3300 19682 47
3301 138 97
3301 140 42
3301 293 53
3301 2035 17
3301 2433 65
3301 3045 3
3301 3472 74
3301 5396 50
3301 5696 63
3301 6308 87
3301 6624 67
3301 6700 53
3301 7074 46
3301 7746 4
3301 8348 26
3301 8567 38
3301 8619 64
3301 8976 60
3301 9015 12
3301 9094 71
3301 9159 100
3301 10236 56
3301 10313 28
3301 10464 46
3301 11269 56
3301 12541 7
3301 13701 9
3301 13801 87
3301 13868 92
3301 13959 94
3301 14039 15
3301 14355 3
3301 15189 29
3301 15228 66
3301 15446 7
3301 15516 63
3301 15550 35
3301 16102 22
3301 16543 93
3301 17072 89
3301 17146 37
3301 17242 51
3301 18232 56
3301 18347 56
3301 18737 4
3301 19555 43
3301 19728 91
3302 352 4
3302 377 13
3302 1015 47
3302 1531 -1
3302 1614 28
3302 2150 11
3302 2539 5
3302 2728 75
3302 4052 41
3302 4212 37
3302 4520 93
3302 4674 32
3302 4894 49
3302 5606 59
3302 5640 33
3302 5798 89
3302 5869 54
3302 6311 92
3302 6323 92
3302 6383 45
3302 6573 24
3302 7427 61
3302 7547 86
3302 7822 75
3302 8293 38
3302 8703 90
3302 9909 50
3302 9951 64
3302 10056 67
3302 10684 17
3302 10760 -1
3302 11651 21
3302 12592 97
3302 13859 39
3302 14084 27
3302 14609 30
3302 14610 51
3302 15183 66
3302 16698 88
3302 16968 15
3302 17332 47
3302 17528 26
3302 17604 83
3302 18184 72
3302 18289 18
3302 18452 99
3302 19549 22
3302 19730 8
3302 19765 89
3303 636 6
3303 1658 54
3303 1751 56
3303 1799 22
3303 2921 80
3303 3178 93
3303 3757 52
3303 4136 13
3303 4176 68
3303 4558 86
3303 4656 47
3303 6424 99
3303 7069 86
3303 7213 83
3303 7840 26
3303 8100 89
3303 8428 69
3303 8605 83
3303 9127 88
3303 9800 49
3303 9952 56
3303 10097 13
3303 10365 82
3303 11221 85
3303 11559 41
3303 11598 70
3303 12062 76
3303 12076 42
3303 12953 40
3303 13154 12
3303 13484 64
3303 13828 92
3303 14108 37
3303 14719 50
3303 14757 22
3303 14774 91
3303 15419 88
3303 15926 20
3303 16440 43
3303 16685 73
3303 16728 73
3303 17177 58
3303 17698 68
3303 18116 99
3303 19303 81
3303 19430 43
3303 19558 84
3304 216 99
3304 1333 10
3304 1814 47
3304 2053 39
3304 2506 72
3304 2581 34
3304 2972 19
3304 3087 60
3304 3181 72
3304 3350 71
3304 3595 76
3304 4226 31
3304 4301 22
3304 4512 86
3304 4613 69
3304 4712 42
3304 4949 0
3304 4975 43
3304 5308 35
3304 5337 28
3304 5744 18
3304 6223 27
3304 6311 70
3304 6430 67
3304 6508 58
3304 6715 58
3304 6865 39
3304 7273 71
3304 7814 0
3304 8190 90
3304 8240 57
3304 8371 92
3304 8848 45
3304 9051 69
3304 9103 61
3304 9944 82
3304 10727 100
3304 10756 55
3304 11766 69
3304 12112 19
3304 12210 24
3304 12816 38
3304 12828 31
3304 13266 64
3304 13411 13
3304 13639 12
3304 14674 72
3304 15003 16
3304 15875 89
3304 16461 83
3304 16831 43
3304 17120 33
3304 18078 36
3304 18200 28
3304 18713 76
3304 19344 79
3304 19350 82
3305 680 44
3305 1580 32
3305 1585 44
3305 1701 77
3305 1912 95
3305 2373 69
3305 2476 99
3305 2848 61
3305 3459 42
3305 3491 13
3305 3703 75
3305 4163 33
3305 4484 27
3305 6794 35
3305 7255 75
3305 8329 3
3305 10295 2
3305 10567 2
3305 10651 96
3305 10657 99
3305 11636 0
3305 11880 59
3305 12544 100
3305 12757 55
3305 12944 9
3305 13032 55
3305 13052 33
3305 13541 69
3305 13640 24
3305 13994 25
3305 15844 93
3305 16049 4
3305 16065 67
3305 16351 19
3305 16822 56
3305 17704 96
3305 17838 25
3305 18018 64
3305 18865 8
3305 19045 61
3305 19151 9
3305 19711 76
3305 19725 43
3305 19930 14
3306 601 93
3306 1065 33
3306 1110 43
3306 1369 85
3306 1392 45
3306 1531 39
3306 1812 41
3306 2151 45
3306 3133 73
3306 3349 66
3306 3571 69
3306 4764 45
3306 5073 52
3306 5683 79
3306 6434 30
3306 6606 17
3306 6666 78
3306 7052 53
3306 7315 61
3306 8225 53
3306 8786 5
3306 8888 24
3306 8924 30
3306 9312 93
3306 9487 78
3306 10270 19
3306 11619 47
3306 11632 68
3306 12051 71
3306 12477 29
3306 12479 89
3306 12504 21
3306 12754 2
3306 12811 46
3306 13233 35
3306 13689 4
3306 13756 91
3306 15127 33
3306 15160 71
3306 15283 83
3306 15537 47
3306 16101 11
3306 16770 54
3306 17626 91
3306 18666 71
3306 18857 42
3306 19064 69
3306 19094 10
3306 19219 30
3307 229 78
3307 359 94
3307 594 12
3307 1274 30
3307 1359 44
3307 1423 91
3307 1896 26
3307 2298 95
3307 2470 86
3307 2798 27
3307 3346 81
3307 3570 47
3307 3751 30
3307 3850 49
3307 4427 98
3307 4609 61
3307 5181 56
3307 5271 18
3307 7071 50
3307 7107 28
3307 7854 17
3307 7949 61
3307 8282 82
3307 8658 9
3307 8666 23
3307 9155 9
3307 9760 69
3307 9931 75
3307 10275 8
3307 10980 75
3307 11852 50
3307 11863 46
3307 12170 72
3307 12863 90
3307 13409 79
3307 13716 11
3307 13963 63
3307 14057 66
3307 14332 20
3307 14454 24
3307 14983 58
3307 15236 86
3307 15798 36
3307 15890 30
3307 16221 74
3307 16363 90
3307 16884 100
3307 17079 89
3307 17788 73
3307 18008 11
3307 18329 98
3307 19460 75
3307 19574 12
3307 19832 15
3308 636 31
3308 1617 21
3308 1830 62
3308 3109 73
3308 3637 78
3308 3756 0
3308 3790 46
3308 4287 91
3308 4842 74
3308 6577 25
3308 6852 64
3308 6892 44
3308 6987 29
3308 7116 72
3308 8908 14
3308 9206 17
3308 9351 0
3308 10376 62
3308 11488 70
3308 11571 65
3308 12007 59
3308 12073 94
3308 12254 53
3308 13297 20
3308 13464 69
3308 14049 47
3308 14059 1
3308 14410 21
3308 14826 49
3308 14863 61
3308 15163 27
3308 15363 53
3308 15807 36
3308 16203 0
3308 16869 53
3308 17418 34
3308 17793 41
3308 18263 74
3308 18322 23
3308 19195 22
3308 19336 98
3308 19848 87
3309 735 46
3309 1157 5
3309 1230 23
3309 1491 80
3309 1773 28
3309 1813 51
3309 2154 80
3309 2322 80
3309 2575 98
3309 2656 53
3309 4063 60
3309 4225 23
3309 4619 12
3309 5007 88
3309 5053 62
3309 5296 49
3309 5814 9
3309 7239 11
3309 7309 32
3309 8290 85
3309 8331 23
3309 8646 72
3309 8680 69
3309 9873 39
3309 10440 35
3309 10530 79
3309 10715 58
3309 10799 44
3309 11201 43
3309 11601 73
3309 11867 47
3309 12077 74
3309 12754 32
3309 12926 6
3309 13055 40
3309 13504 67
3309 13968 18
3309 14011 36
3309 14207 27
3309 14747 26
3309 14830 47
3309 15473 79
3309 15730 4
3309 16348 22
3309 16811 80
3309 16954 19
3309 17016 14
3309 17298 54
3309 17526 33
3309 17896 100
3309 18018 23
3309 18034 31
3309 19398 23
3309 19494 26
3310 1044 62
3310 1270 27
3310 1589 83
3310 1964 17
3310 2245 20
3310 2758 61
3310 3706 24
3310 3909 44
3310 3917 69
3310 4306 3
3310 4336 3
3310 4465 77
3310 4670 74
3310 5424 14
3310 5449 17
3310 5636 70
3310 7294 67
3310 7444 50
3310 8517 93
3310 8704 0
3310 9855 2
3310 10115 50
3310 10412 49
3310 10797 45
3310 10843 43
3310 11016 21
3310 11210 12
3310 11539 87
3310 11600 64
3310 12120 33
3310 12151 41
3310 12355 32
3310 13759 77
3310 14357 46
3310 14503 44
3310 14916 93
3310 15486 100
3310 15593 42
3310 15632 61
3310 15981 22
3310 16083 76
3310 16334 62
3310 16725 67
3310 17008 92
3310 17094 12
3310 17232 11
3310 18413 57
3310 18621 81
3310 18966 35
3311 29 28
3311 140 20
3311 214 40
3311 782 6
3311 1652 48
3311 2278 60
3311 2646 42
3311 2735 83
3311 3209 80
3311 3577 74
3311 4441 28
3311 5033 13
3311 5641 24
3311 5735 76
3311 6019 22
3311 6928 9
3311 7111 59
3311 7282 54
3311 7635 47
3311 8775 54
3311 9670 18
3311 10160 74
3311 10182 24
3311 10703 43
3311 10836 61
3311 10843 65
3311 10901 65
3311 11239 31
3311 11791 53
3311 12030 93
3311 12116 90
3311 12556 60
3311 13822 90
3311 14045 90
3311 14244 85
3311 14691 10
3311 15366 80
3311 15375 85
3311 15402 86
3311 15985 57
3311 16371 9
3311 16382 88
3311 16876 79
3311 17298 39
3311 18340 91
3311 18574 37
3311 19512 4
3312 120 99
3312 534 12
3312 2084 2
3312 3581 29
3312 3663 92
3312 4227 49
3312 5008 3
3312 5040 10
3312 5972 67
3312 6203 16
3312 6363 17
3312 6659 41
3312 7526 42
3312 7777 56
3312 9059 58
3312 10160 14
3312 10505 5
3312 10773 51
3312 11000 50
3312 11260 31
3312 11480 26
3312 11889 11
3312 11928 53
3312 11967 90
3312 12127 57
3312 13429 49
3312 13485 77
3312 13637 14
3312 13713 52
3312 13914 23
3312 14316 84
3312 14557 93
3312 14701 91
3312 14887 49
3312 16034 88
3312 16741 11
3312 17131 4
3312 17962 49
3312 18116 23
3312 18150 7
3312 18298 94
3312 19233 68
3313 158 3
3313 284 71
3313 546 55
3313 971 84
3313 1393 21
3313 1449 7
3313 2046 69
3313 2048 42
3313 2077 3
3313 2670 20
3313 2706 85
3313 4204 58
3313 4294 7
3313 4550 48
3313 4792 43
3313 4899 0
3313 6567 16
3313 6921 13
3313 6945 77
3313 8197 6
3313 8240 74
3313 9028 86
3313 9519 97
3313 9754 76
3313 9822 48
3313 10455 69
3313 11174 31
3313 11550 74
3313 11701 11
3313 11804 70
3313 11903 38
3313 12000 76
3313 12044 9
3313 14093 3
3313 14874 39
3313 16348 5
3313 16582 79
3313 17107 93
3313 17234 90
3313 17677 6
3313 18027 55
3313 18057 31
3313 18229 10
3313 18548 51
3313 19471 89
3313 19799 5
3314 15 93
3314 104 32
3314 293 91
3314 1190 17
3314 1278 60
3314 1941 3
3314 2594 26
3314 3507 26
3314 3817 30
3314 3862 91
3314 4139 23
3314 4361 89
3314 4593 82
3314 5291 34
3314 5791 16
3314 6734 92
3314 6748 99
3314 6752 71
3314 6755 56
3314 7007 57
3314 7185 64
3314 8792 53
3314 9017 48
3314 10146 42
3314 10890 69
3314 11079 80
3314 11211 92
3314 11226 94
3314 11768 16
3314 11832 56
3314 12221 62
3314 12348 89
3314 12993 82
3314 14424 58
3314 14607 42
3314 15060 4
3314 15643 98
3314 15655 22
3314 15726 78
3314 16013 69
3314 16123 36
3314 16808 23
3314 16948 73
3314 17468 85
3314 17639 1
3314 17731 88
3314 17917 1
3314 17932 63
3314 18103 42
3314 18496 68
3314 18558 14
3314 19026 54
3314 19144 64
3315 472 66
3315 788 74
3315 1165 2
3315 2303 75
3315 2327 0
3315 2447 36
3315 3154 47
3315 3513 45
3315 4174 74
3315 4568 60
3315 4630 29
3315 5456 84
3315 5797 83
3315 5830 21
3315 5849 60
3315 5916 98
3315 6430 16
3315 6591 84
3315 6679 16
3315 7008 39
3315 7016 40
3315 7605 85
3315 7654 46
3315 8025 54
3315 8231 10
3315 8327 84
3315 8794 5
3315 8886 60
3315 9534 65
3315 9950 60
3315 10060 21
3315 10120 39
3315 10139 84
3315 10192 42
3315 11353 60
3315 11657 76
3315 11708 91
3315 11774 28
3315 12257 41
3315 13445 38
3315 13454 75
3315 13603 97
3315 13858 39
3315 13997 95
3315 15124 43
3315 15827 56
3315 16649 70
3315 17107 42
3315 18603 80
3315 19113 98
3315 19424 69
3315 19745 45
3315 19958 79
3316 11 70
3316 86 66
3316 355 65
3316 449 25
3316 471 97
3316 635 33
3316 928 13
3316 1265 0
3316 2022 52
3316 2564 4
3316 2953 63
3316 3052 96
3316 3280 77
3316 3489 23
3316 3526 74
3316 4010 76
3316 4039 52
3316 4340 13
3316 5243 17
3316 5312 61
3316 5433 91
3316 5651 4
3316 6347 75
3316 6458 99
3316 6461 23
3316 6796 37
3316 7028 11
3316 7137 56
3316 7585 46
3316 7595 84
3316 7728 76
3316 8063 66
3316 9468 32
3316 9484 54
3316 10833 12
3316 11493 54
3316 11607 70
3316 11788 89
3316 12802 88
3316 12845 93
3316 13087 23
3316 14103 89
3316 14218 35
3316 14743 15
3316 15462 73
3316 15588 72
3316 15893 95
3316 16088 62
3316 16353 65
3316 16731 85
3316 16907 85
3316 19228 52
3316 19373 77
3316 19714 74
3317 37 48
3317 203 94
3317 347 78
3317 424 8
3317 1150 28
3317 2224 8
3317 2835 51
3317 3539 60
3317 3998 53
3317 4038 43
3317 4134 98
3317 5612 98
3317 5723 22
3317 6077 45
3317 6501 3
3317 6606 19
3317 6841 95
3317 7851 58
3317 8087 0
3317 8092 69
3317 9407 40
3317 9577 66
3317 9843 36
3317 9900 59
3317 10125 28
3317 10225 49
3317 10973 91
3317 11158 39
3317 11486 37
3317 12056 79
3317 12205 97
3317 12797 17
3317 13430 32
3317 14589 37
3317 14743 43
3317 14910 16
3317 15538 70
3317 15697 18
3317 15779 33
3317 15932 50
3317 16053 6
3317 16061 10
3317 16245 23
3317 16277 100
3317 16319 33
3317 17310 78
3317 18380 63
3317 18417 7
3317 19424 16
3317 19605 3
3317 19786 46
3317 19938 57
3318 337 91
3318 754 100
3318 1821 60
3318 2009 1
3318 2840 44
3318 3013 -1
3318 3063 54
3318 3477 34
3318 4039 73
3318 4674 11
3318 4930 42
3318 5136 22
3318 5203 29
3318 5357 75
3318 6157 22
3318 6337 31
3318 7815 18
3318 8326 37
3318 8562 99
3318 8974 56
3318 9235 35
3318 9262 96
3318 9807 14
3318 9912 12
3318 10034 63
3318 10185 12
3318 10328 22
3318 10447 47
3318 10944 83
3318 10976 46
3318 11544 74
3318 12413 34
3318 12656 63
3318 13639 14
3318 13778 3
3318 14146 0
3318 14919 69
3318 15192 79
3318 15864 57
3318 16001 38
3318 16210 25
3318 16758 49
3318 17987 38
3318 18031 15
3318 18102 97
3318 18207 67
3318 18456 16
3318 18955 96
3318 18974 14
3318 19408 1
3318 19657 29
3318 19667 89
3319 52 25
3319 543 59
3319 651 38
3319 859 40
3319 971 97
3319 1105 60
3319 1391 64
3319 2006 28
3319 2258 13
3319 2532 72
3319 2586 65
3319 3020 72
3319 3252 34
3319 4199 73
3319 4262 57
3319 5478 37
3319 5620 73
3319 6025 6
3319 7548 13
3319 7895 92
3319 8673 49
3319 8871 95
3319 8953 32
3319 8961 42
3319 9699 62
3319 9979 17
3319 10187 65
3319 10777 14
3319 11749 92
3319 12024 18
3319 13062 76
3319 13698 57
3319 13904 96
3319 14795 76
3319 15232 65
3319 15278 54
3319 15383 56
3319 15499 40
3319 15796 9
3319 16151 15
3319 16313 35
3319 16662 61
3319 16663 35
3319 16973 24
3319 17547 17
3319 17946 67
3319 18302 57
3319 18374 92
3319 18839 98
3319 18869 10
3319 19006 36
3319 19021 67
3319 19096 64
3319 19615 71
3319 19840 66
3320 1575 6
3320 1736 84
3320 1744 56
3320 1983 96
3320 2088 26
3320 2251 50
3320 3827 19
3320 4192 38
3320 4250 93
3320 4444 29
3320 4462 67
3320 4924 39
3320 5419 71
3320 6575 69
3320 7074 30
3320 7386 63
3320 7977 66
3320 8535 28
3320 8733 54
3320 8767 80
3320 9331 57
3320 9456 0
3320 10379 43
3320 10415 88
3320 11791 55
3320 12061 76
3320 12410 11
3320 13077 8
3320 14708 19
3320 15226 47
3320 15327 99
3320 15742 80
3320 16693 6
3320 16738 8
3320 17002 75
3320 17165 98
3320 17277 11
3320 18446 8
3320 18493 89
3320 19065 65
3320 19648 38
3320 19659 75
3320 19711 45
3321 865 23
3321 1787 30
3321 1834 20
3321 2179 66
3321 2619 72
3321 2741 92
3321 3852 61
3321 4746 76
3321 5283 71
3321 5895 84
3321 5973 39
3321 6082 38
3321 6321 42
3321 7506 16
3321 7820 92
3321 8348 60
3321 8468 40
3321 9520 90
3321 9843 69
3321 10788 40
3321 11004 45
3321 11440 48
3321 12599 88
3321 12783 23
3321 13248 87
3321 14209 40
3321 14350 6
3321 14432 64
3321 14804 93
3321 14915 56
3321 15506 94
3321 15510 87
3321 15734 81
3321 16852 4
3321 17001 93
3321 17222 34
3321 17879 6
3321 18155 63
3321 18213 59
3321 18604 8
3321 18932 27
3321 19066 28
3321 19089 50
3321 19647 69
3322 120 59
3322 1024 85
3322 1791 56
3322 1835 71
3322 2070 77
3322 2616 81
3322 3219 45
3322 3484 41
3322 3888 42
3322 3915 5
3322 5498 2
3322 5608 32
3322 5782 56
3322 6100 38
3322 6371 12
3322 6527 29
3322 6552 11
3322 6928 11
3322 7017 42
3322 8175 85
3322 9076 12
3322 9119 43
3322 9797 39
3322 9881 7
3322 10138 92
3322 10356 38
3322 10641 31
3322 10671 4
3322 10949 22
3322 11117 72
3322 11882 40
3322 12022 9
3322 12219 99
3322 12626 56
3322 12881 49
3322 13300 30
3322 13697 19
3322 13821 50
3322 14117 20
3322 14587 38
3322 14869 76
3322 15028 83
3322 15323 68
3322 15648 40
3322 16568 69
3322 16698 35
3322 17207 20
3322 17765 74
3322 17798 35
3322 18013 34
3322 18199 60
3322 18228 63
3322 18448 37
3322 19361 24
3322 19445 53
3322 19517 8
3322 19988 73
3322 19999 49
3323 341 38
3323 595 54
3323 703 72
3323 829 71
3323 1322 0
3323 1374 42
3323 2189 88
3323 3007 71
3323 3026 34
3323 3753 98
3323 4663 53
3323 5352 54
3323 5481 62
3323 5629 69
3323 5931 83
3323 7090 95
3323 7317 23
3323 7712 35
3323 7766 23
3323 8074 74
3323 8376 13
3323 8498 65
3323 9060 92
3323 9639 77
3323 9886 56
3323 11387 89
3323 11409 42
3323 11764 37
3323 11922 32
3323 12669 37
3323 12843 79
3323 12898 62
3323 13040 69
3323 13118 3
3323 13530 0
3323 13814 -1
3323 14924 24
3323 15194 45
3323 15381 98
3323 15418 80
3323 15445 55
3323 16841 36
3323 16920 79
3323 17364 29
3323 17535 54
3323 17885 72
3323 18047 0
3323 18082 71
3323 18114 55
3323 18266 92
3323 19054 97
3323 19371 50
3324 1293 52
3324 1311 39
3324 2363 61
3324 4247 55
3324 4287 98
3324 4653 19
3324 4688 66
3324 4787 33
3324 4835 43
3324 5777 72
3324 6048 34
3324 6391 69
3324 6512 87
3324 6823 46
3324 6886 94
3324 6892 71
3324 7680 32
3324 7836 23
3324 8375 11
3324 8500 73
3324 8996 13
3324 9028 94
3324 9054 52
3324 10351 84
3324 11589 4
3324 11591 57
3324 11924 17
3324 11931 49
3324 12108 88
3324 12543 43
3324 12603 21
3324 13138 24
3324 14459 54
3324 14693 66
3324 15627 30
3324 15688 82
3324 16875 34
3324 17007 8
3324 17140 21
3324 18225 71
